Model,Group,Model Number,Model Version,GlobalLDDT
T1228v2TS419_1,TS419,1,v2,0.7093
T1228v2TS489_3,TS489,3,v2,0.7091
T1228v2TS262_3,TS262,3,v2,0.7090
T1228v1TS489_5,TS489,5,v1,0.7085
T1228v1TS489_3,TS489,3,v1,0.7085
T1228v2TS017_5,TS017,5,v2,0.7083
T1228v1TS017_5,TS017,5,v1,0.7083
T1228v1TS293_5,TS293,5,v1,0.7083
T1228v2TS079_5,TS079,5,v2,0.7083
T1228v2TS112_3,TS112,3,v2,0.7083
T1228v1TS112_4,TS112,4,v1,0.7083
T1228v1TS286_1,TS286,1,v1,0.7083
T1228v1TS079_5,TS079,5,v1,0.7083
T1228v2TS293_5,TS293,5,v2,0.7083
T1228v2TS489_5,TS489,5,v2,0.7073
T1228v2TS286_5,TS286,5,v2,0.7068
T1228v2TS267_5,TS267,5,v2,0.7065
T1228v2TS419_4,TS419,4,v2,0.7063
T1228v1TS052_3,TS052,3,v1,0.7062
T1228v2TS052_3,TS052,3,v2,0.7062
T1228v2TS419_5,TS419,5,v2,0.7061
T1228v2TS221_5,TS221,5,v2,0.7060
T1228v1TS489_1,TS489,1,v1,0.7059
T1228v1TS286_5,TS286,5,v1,0.7059
T1228v2TS221_2,TS221,2,v2,0.7057
T1228v1TS059_6,TS059,6,v1,0.7053
T1228v1TS059_5,TS059,5,v1,0.7053
T1228v1TS139_6,TS139,6,v1,0.7053
T1228v2TS489_4,TS489,4,v2,0.7052
T1228v2TS494_3,TS494,3,v2,0.7051
T1228v1TS494_3,TS494,3,v1,0.7051
T1228v1TS274_3,TS274,3,v1,0.7051
T1228v1TS419_3,TS419,3,v1,0.7051
T1228v2TS274_3,TS274,3,v2,0.7051
T1228v2TS286_4,TS286,4,v2,0.7046
T1228v1TS419_4,TS419,4,v1,0.7046
T1228v1TS221_5,TS221,5,v1,0.7046
T1228v1TS221_4,TS221,4,v1,0.7041
T1228v2TS017_4,TS017,4,v2,0.7034
T1228v1TS112_5,TS112,5,v1,0.7034
T1228v2TS112_5,TS112,5,v2,0.7034
T1228v2TS494_2,TS494,2,v2,0.7022
T1228v1TS494_2,TS494,2,v1,0.7022
T1228v1TS274_2,TS274,2,v1,0.7022
T1228v2TS274_2,TS274,2,v2,0.7022
T1228v1TS262_1,TS262,1,v1,0.7020
T1228v1TS262_5,TS262,5,v1,0.7020
T1228v1TS262_3,TS262,3,v1,0.7020
T1228v2TS274_1,TS274,1,v2,0.7014
T1228v1TS274_1,TS274,1,v1,0.7014
T1228v1TS494_1,TS494,1,v1,0.7014
T1228v2TS494_1,TS494,1,v2,0.7014
T1228v1TS494_4,TS494,4,v1,0.7006
T1228v2TS494_4,TS494,4,v2,0.7006
T1228v2TS274_4,TS274,4,v2,0.7006
T1228v1TS274_4,TS274,4,v1,0.7006
T1228v1TS015_3,TS015,3,v1,0.7001
T1228v2TS262_1,TS262,1,v2,0.6999
T1228v2TS015_6,TS015,6,v2,0.6999
T1228v2TS262_4,TS262,4,v2,0.6999
T1228v1TS494_5,TS494,5,v1,0.6994
T1228v2TS494_5,TS494,5,v2,0.6994
T1228v2TS274_5,TS274,5,v2,0.6994
T1228v1TS274_5,TS274,5,v1,0.6994
T1228v2TS059_6,TS059,6,v2,0.6985
T1228v2TS139_6,TS139,6,v2,0.6985
T1228v2TS059_5,TS059,5,v2,0.6985
T1228v1TS465_4,TS465,4,v1,0.6953
T1228v1TS015_2,TS015,2,v1,0.6951
T1228v1TS456_3,TS456,3,v1,0.6950
T1228v2TS456_3,TS456,3,v2,0.6950
T1228v2TS022_4,TS022,4,v2,0.6937
T1228v1TS022_4,TS022,4,v1,0.6937
T1228v1TS015_6,TS015,6,v1,0.6933
T1228v1TS139_1,TS139,1,v1,0.6917
T1228v1TS139_4,TS139,4,v1,0.6914
T1228v2TS139_2,TS139,2,v2,0.6894
T1228v2TS139_3,TS139,3,v2,0.6888
T1228v1TS139_3,TS139,3,v1,0.6864
T1228v1TS139_2,TS139,2,v1,0.6848
T1228v2TS139_4,TS139,4,v2,0.6834
T1228v1TS267_5,TS267,5,v1,0.6824
T1228v2TS465_5,TS465,5,v2,0.6820
T1228v1TS139_5,TS139,5,v1,0.6803
T1228v1TS015_1,TS015,1,v1,0.6796
T1228v2TS139_5,TS139,5,v2,0.6780
T1228v1TS015_4,TS015,4,v1,0.6752
T1228v1TS212_2,TS212,2,v1,0.6730
T1228v2TS139_1,TS139,1,v2,0.6720
T1228v1TS212_1,TS212,1,v1,0.6700
T1228v1TS212_3,TS212,3,v1,0.6684
T1228v2TS212_5,TS212,5,v2,0.6654
T1228v1TS212_5,TS212,5,v1,0.6644
T1228v1TS212_4,TS212,4,v1,0.6642
T1228v2TS212_2,TS212,2,v2,0.6611
T1228v2TS212_4,TS212,4,v2,0.6564
T1228v2TS212_1,TS212,1,v2,0.6547
T1228v2TS212_3,TS212,3,v2,0.6497
T1228v2TS120_5,TS120,5,v2,0.6324
T1228v1TS120_2,TS120,2,v1,0.6316
T1228v1TS120_1,TS120,1,v1,0.6281
T1228v2TS120_2,TS120,2,v2,0.6267
T1228v1TS361_2,TS361,2,v1,0.6255
T1228v2TS120_3,TS120,3,v2,0.6244
T1228v2TS120_1,TS120,1,v2,0.6242
T1228v2TS361_1,TS361,1,v2,0.6227
T1228v2TS361_2,TS361,2,v2,0.6224
T1228v1TS120_5,TS120,5,v1,0.6224
T1228v1TS120_4,TS120,4,v1,0.6214
T1228v1TS120_3,TS120,3,v1,0.6203
T1228v1TS361_1,TS361,1,v1,0.6177
T1228v2TS120_4,TS120,4,v2,0.6161
T1228v2TS361_4,TS361,4,v2,0.6153
T1228v1TS361_4,TS361,4,v1,0.6150
T1228v2TS361_3,TS361,3,v2,0.6127
T1228v1TS361_3,TS361,3,v1,0.6109
T1228v1TS361_5,TS361,5,v1,0.6102
T1228v2TS361_5,TS361,5,v2,0.6069
